machine_guid	c
85bf0483e2cc838fbc9dfa15c6ffd252	74
9c6b94d04ec87c5377a2dc57d4e9e9b9	70
e18c54afec944985bbe24b70959aa531	68
c72f5a9eb43c46269f7f9c4ce7980f4f	67
db14df646a8341be82f73b2497cc07f1	67
a943ef90a02cf667f42448cd0efef81c	67
ef5258728a4442cdaa6dec130be34ea0	66
999fe0de46bc42bfb030ef444a944290	65
dd1ccc08418844ea9416800d7c0f8d2a	64
ec7c375a7cb145ddab3d28c13b9e8e41	58
dd0fe3cecba03ad131bd88b05c8023c6	57
ffac6d7fa37b4ddb7ce427b87f6b6670	55
893a5a46944a2e6203717b8a5643c8e1	54
e25f532e55966040be58643fd8f866dc	51
a3e6321f012388887b7c2a0142cedb2b	48
9805b72bde274c42a57ae654cee2ec79	48
f50b047c876143fa816ac10b48d9c7db	47
dd5c2d43dc84f9adcf4c2d83ca2866b6	41
89034b5537f8422ebf707451da077415	40
7163e6f17815739e9b0001fae4faf2e6	38
c3806cb5786346a7b7d96e9f41c05c74	34
bcf633fa4d8dd58ca478c2eaa8022f63	34
b055c04c0d25481bbdcd3c7ab43a1882	31
a81bf5671a6a0c27673e98416ff075fe	29
a8a13de392c528b7ee00c6b988cd6b55	29
da8d8504381f465d91a34d405cdd0808	27
bbad6a2e8be5c7e7bc19b5d5cc950bdc	26
c3529c64f1bc31b8dbf2652beab9f903	25
c17c773348194291b1dc296c8805bb67	22
bc88f0efe7c1c978fa4cf1b38c22b99c	21
bf89acacc9674398a323f5a4968d053c	21
8647c4ba9e9c4dda8ba4c966ab30c220	21
8b994596d14c4450be49ffeb1069d918	20
d6e6db68b7fc42bfbde8fa683483c6fd	20
9db8c183c63d4b3a9c9ee18897862d1d	20
74b75128300557c119877d59e3f10ca4	18
ea60f01781f167b126dbbd702935df19	17
d3937dcd7d07ecf4b32e8d702163f223	17
d485a9914d0948f49f6000afc8386d4d	16
b0178aee102137dd27ac55b1e596eee6	14
b7d435d91fca4fbf9b2b1e37826274fc	12
a45dc94af3d647a5812ca4b6873f2409	10
aef02c68930f822e633fd7cecd34a6a8	10
cb4b861f238641b7af9dfabbcf8c7dc0	10
b1fa6805d2504a278b5ba9b48911de08	10
afc8a2cf74b04b21a9c973a7500e1512	8
c925706bb5c9438f95161516e9b3e99a	7
dbc0e9a6b01978120e3a1c9e252e3ff2	7
dcc3ca8000467b9de6bddf81d03f5b39	7
ad9c316012b8b853343de3d5048cc279	7
b44e26dbe9164764a08c41e31a0b724d	6
b37b0d5ae07bb0c21adc55d9c24be05a	6
ac20c117db99db16523329ccfaaf26a6	5
b542a4c5ec70468eade3deb4532d7b4a	5
bd78cb81cf6b1174aad041d6a0298654	4
adbb443938b84784b3b3765cc2ff3529	4
fa3ed5233e0874a26ed5ccb3586b7d02	4
a0a781c98d6843da83d4b25f8a1b1050	4
cb378cf4573298ab4729e4bc4e20db4d	3
ab8dbdddf577428adb4eadf4fe45333c	3
eafde003e565405d8e343c2789eb7e6a	3
c2c797748bebc9170adbe0e16229ce96	3
e54448ee1392cccc1ac1512f07481b38	3
bf7f90f653d26c5d4c2a439356e14dfc	2
823c578151d470021df7a396e7a31637	2
980cc46a35e2a6dcd9b0474abdafbcd2	2
d39148fb39884ed0fbd6a5fa6adc971b	2
ebc084886647d463a9fc3de659f5b5e2	2
bf4a8dc016ab40a5a8d7130c80e88064	2
946fe219380946a7a0a4fbc6053f345f	2
be3772ef225f8e8ae6d365b6732fb4ec	2
f510e6c4765917ba12f51363e574fc58	2
b704a35cabf7272998ede08557234198	2
715997221166c2feb77941caa125d049	1
d2e1c6249b73c4bb217570e699974151	1
fdda469ceb189ee1e5a731fa8405f5da	1
f1d32f97665573d46564a5d348aea032	1
bdbdf7ffdd79b3e1775c0f15172fae72	1
c7b5501a6363cf6c894ec53801f7886c	1
e492fe8cb6406c8c45ea30afa55f016f	1
b34d8231117374601b78f7d869aedcdf	1
d25a0be5ace31afb39ad2b0ef9241e56	1
c4ce2911610e022e3061e2e186ba1528	1
b577b41c0fe5041d0aa1465d1aeb6e37	1
cac095883943808b332fd35c492b9e21	1
aab8ae1840f633e39a4fce5b4eb1775a	1
a2ead4d2d309d6d53753062700eb8727	1
9888bc4be6a3a1fffcede1d8cc300bcb	1
c96c54877caacc7d7c5c62d4817d4113	1
b5f558bca389c9df1afe69780a12c6f0	1
f148924869e6f6f4b819c43c82bd0285	1
a85ca7b8215ff81638aa9bc298f40f09	1
bf0b7321faeac422a53c7e0d4919c98c	1
cc7211c8e1fbdba21ea4ce0bd38720e1	1
bc23c60d94f4fd8245b4cac3fc152abe	1
beab0b7114f6287e2d51c236ff437db3	1
dbd8266ce56f456e4e8498c8efe27e62	1
b975fe72f86459e95d4a10a7d76ef0c7	1
9e6b9d7a2bc343bfa619564dc389fe26	1
f763b925b3a0d3a30626fa88cd78f08e	1
fb216fed0dd72244014ad7fecec2182f	1
c0cc0f7a30c8a05c3d1920077cece38c	1
a7c0436d85811b0f412e024ba51093d8	1
bbf2d9bc6af09a212436f47adae57ff0	1
bd97c5ee1730b2d92d3a91a70707fbe9	1
bd027631d75765c2d8c57387cce9a6c4	1
9594b1e14c1a8b051541818bad86b6d8	1
af2881df8fae5c83ab73fdb941ea1e4a	1
eb34b0b48fd40b24b511502c5d824e1e	1
fb6c9136a61246498006a470a20e705f	1
e600d5626e99fb898071d9ea64126fe9	2004
94522a02ec4ca83cebe93aa6e60720d1	1351
b545ee2b5326e16176e8ef3f9a566678	1283
cab917ca9ca0b2f8abedbf6675bf60e0	1280
a6dac287907b9e3af42ab3ad905aefac	1035
ccedf21531cffc451f961f707f16b4d8	1032
9f65d7e0235d2d73497bb5a28a3f929d	1030
cc5f432c5a5a96ce035fafd5c4f36236	1029
d4c90066ad7e0ded672556ee00b0ab02	1016
841dad79b3288bdbee4469654cbacf7e	1014
c34ed8ff745ef0f17413ecd2cf34e749	1013
b1124720f2d7af5408fe56aa37921451	1012
9a08214a09991d8c14def34e20787c42	1012
bd97b8e432b20a23e4fc40f37b69b9ce	1012
b4cf332e15571eef3b3966c3d44729ee	1012
93edd5a3fc4f6b435d852fb1a86fce85	1011
7ba9394c6f0bf4c1259d7ac81a7c0a15	1010
f1e71821d4610b1bd55d5f745bac3b94	1009
b2d07a4576a2275c7562778d9a3c7e04	1008
aae8781bffce38899f7a9c1bd57e6661	1008
8f247864026f883c353f29d82ead37c3	1008
95acbb48574be2d44080d7dc23844e6d	1008
d821563d1f59cfa58bb5ae7ffe4a1c29	1007
e42f3167f15d512625a06e4a78d8d8c3	1007
b7a6d7a54b937fb8041f7ff756fdbb4b	1006
7ff011c7f3d5e74ada05fdf73e3ddb03	1005
e4c9fbe48f5e25a7d53923a4f9d80dbf	1004
f235c2d53c9432c162b001994d066d76	1004
a3751f857f20df1b28ec0941456ff1b8	1004
d2f79841f3b5978691fae5c71560479f	1004
c46fb9ae126dd59708be00e098511c3e	1004
a8d34dac485c0d435c8d9b590ec26d48	1003
b39561299c41e0d1c40c428c30c08b16	1003
d5da1535218fabc54a8eb5279ec0433f	1002
f1089043f8f3f154ae103ea38da40090	1002
93bb8154ca00e253b8e00d607d52c842	1002
add956202ee596798e36f04b9c616562	1001
b5d1e5e4c617fb6a6010ac0aba705e4e	1001
a20a88066f53fe8faaf50048a5ef1973	999
f86e64bf3a5b8540f2aa417eaf9cff2d	998
a8d0bc41148ce135c65aaf56ad8b7e91	994
e32d2e6428f39b66c8be08a332fa644e	978
b1d0905028bcec1119b6d922371fe599	929
f09dc897ff1646990abe1083c83fddc5	905
f9c392fbf8b28aac3e2635fa4173c7bc	822
cb797648090254a4d9f05853ea923c11	750
a112bf0fcee4db835f9279a73129de78	727
a4a6db09400600f51fb4f5cd01781166	714
9f07b666068a69584ef4c26cfcadb1d7	704
acf2db3812cf7ce7fd9b7db0e873b6a5	698
9ea5062cfb0a2c6b11b7f7fad2e17ba0	695
e8359f220a54e84e75530c2e08837a7d	691
dce632a6048bbda4c31e85144f2ed63f	685
ca0783d1efa231d9d8eab9ed9024b445	676
c3bfd9d9a7a6afca08afdcae25899690	674
f3880a71891e6edc4f196640e7127384	673
bbcb25b5a1bf20d121b254d7ff222f67	671
dc635520572306dc0f06e2196c953326	668
e9d7e3179397537ef96f3746870eecb9	668
a34428fa2beb08636b8ab3706aa250b9	642
b069c9046e6329ed7cd1cc5e7f2d6ece	640
e6595350aa3d9d7eb93d75334a70bb28	639
80b2dc8685cdbd0756a51ff2c3581efc	597
ab7ecd24a9688d333e5f85721735989e	591
fa20fbfb85d824c4ba735bb659e71677	591
b4f77561a5333ca240ac708ad1a6b26e	539
85a09179fc4dce2eff596b1f177493d2	509
9942a7e9b6a487de7c79a3d886b2c35a	450
cfe45c49971438e3fd4c80a07fccbea5	445
b19dea2c82193a3a265d4e6036720b2f	312
b7ab77b9884fc2280e1dc57878309df8	293
c66a697c149504d3fc07b571f7789302	274
ba7cbf4f7f14635b1ceb61d1dd1cedb8	268
9255f9738860bdb94fc2ebae090d8695	268
d14cb5eb6ca8b6c3955801f074d3cfd4	252
d6692130eb7c4ce87c4d3b2696ea9cce	243
b8234816eac3e8a23c4e5df9855d7204	237
d33d441ce61b2ba2bddcd21560fad6f3	220
be8d6dbde6b34788a52fca97ccc95ada	215
d4ac2f9ba39a73b76ce0a2c9956a000b	212
b5ca7f080d13445299a28fc8fa4254e2	204
a66c28034fc548b0a6aae31e3ee865be	202
ae313c3addb0bdff1ab934df9c8c00d3	190
b8ad5129adec49b08b17e1cbdc72664c	189
8163bc4df98849ec918d5dc271b6d9be	188
af53224a222c16cf9d4c56ff2207f879	178
ef441d6b6afcfb7eb875b5c8ef71545b	173
b47925be176132724ac81e8a000d5e33	169
88e1653bdeb8563b4d3a9b397ae2bdd4	168
c728ae5ba9c95bbba4daf4e0d395f0aa	155
fe0e54ebd50066b1afe62da092cc77cc	154
ab2674b494b3e7145c329bcf492233d3	149
c4079ea895aed80bf5da18e84cc00156	139
ff594a8defb661fb0ed3bb6d4ff90c58	139
9b7256074d467b8035dc4dfeb01a68f5	135
e8b86d4b959aac6682533c75a29f1649	134
e2617bd733a4c35d21ce8212beb56ef4	129
9a5d14fdc7dfdd4522a63454c99f1342	123
6f1200cb2a071ef5fd8e186728d8c1e0	123
c11b7642001c0225327cc7dc63e91fb4	118
f5b07797e4c7c7f8142f48221e631183	105
e0a7f5794886f81bde313e7efb9c32f8	105
ae3a1ab4ea84ddfe0884ca17993410d4	103
cba3fea22ed4a04fc680b089c33b39a4	103
c0bb31bc3798553f034763b4cee80034	94
9bba7251ed4e3e3de1a7de08a91eb3e9	94
addeaec32fbc6c84d5827c7664cdee9c	94
9f7220285e4d53d149577e6518e3b2d8	89
9db99450dc63d6764dbeac52a810eba6	88
99a058afa3ae292e95f001400f35ce02	80
bb0a44806c910151a0a5fcfce6206285	78
bb0edcacc59d2e44f2cc41a86c7d6f07	70
9e57a1fb991446cfa3a47af88a27cf6c	69
ee3e1d0d5af96815c83fb5b3e3d66e8f	68
92a739ea616a478c971da1a0717c2220	67
b330ff46df9d407a8942a83b986d5bd7	66
7ea9650c9d698e688719ad0f1500e3f3	64
a5ea3adb661550c1103b523c951cb301	63
a20c959a0cc1a18aca8f16186a7f930f	63
eab80c92fe2f6f01574e5297a289dbf0	55
d9c54f5d2b8dc672009dec110b6b845f	53
afd6a0dadb564639416574c78e945706	49
7e011fa91d384e3e8081490c07a9e33e	47
a3458c561dc04c258632f5d71408b6bd	45
b1832dd43fbf436b846ce60a6880ee21	43
c8d1c37c83330bc69ed9f10a56ee78ec	40
ced9fc3ba957463e8b4b186fbefc27e9	40
e02861706431faabcd3702dce905b5bd	38
bae3bb8bb6967c57e60897c1b4e2b525	35
f2f4c3c5f9b140bc9f55d8195a6a29ff	31
8a274b89296840c4b273527c780a4429	30
943d5ff171c70ea1770d4e45ce88ae01	30
f265a4c70145d430e68f9ca8262b676c	30
bd37ce162747e91503255928d8ed25b8	29
cb9f60569e74de7c58a5fcb6246c513a	28
d2d39277d4b911e49c353860771e68f0	26
a4b3ae6dd206e9c558d342f5cef0bf08	25
e62be65890a741b48777fd64113ec525	24
c289954c21a4e35f777105c70c442573	22
c789c5db9234ebeeac5e4d563629eb41	21
f3a087123b0bcad771df5b2f67e9c12b	21
cb016e9acf174544a9abdc964f72cf2c	21
a7d944e7ea349b71344774d75b89b66c	21
ddcf73855ff14304932a329ec065c88a	18
a1aff86783364797877224172caea30f	18
920da642300948e4a9c70051dcae9635	17
ca487475e3d9425d8aa367a1b81f848d	16
c7dee2462e944b3c92f4dba101d163af	15
9c5c10c16ddf2da3cab0555501c77a3e	15
d3983f0a9ee34e53b035a3f2433fc4d9	14
d3570a1854ab4d1f9cbe3745c1c4c74c	12
ae6070587aaf45c2a3a3e08e37c592eb	12
a390a7164509488397c677384e1d57c6	12
aa28c0e19c6beb73ebe18be56130b488	12
fa7a3a446cb44db1927cc3b7659f5e34	11
fe724104b7ae11e8a5c090a4dee2a0e7	11
9922712d9a388388a88fa153cd936657	10
d222cbdf75f2414299650c5b2a5a6001	10
9d6825ea2a7e4eaab0246ccd5fb1441f	9
deb2646f7a4849fd8049f801ca70670b	8
a032004ca8adc57ea383405ec56c6d1a	8
9871e2a843fc467581d19135cabdef0e	6
8d64137647424cbcadff638c724ed52a	6
af5c2f4a93d845e5be4ec4452ff9304f	6
a640f49514a34b13a1dac2bea83477c3	5
91c814751c3b3c99fbf07b29df8b01b4	5
d1ae1200d808461492f1e0742ea71679	5
e68fb33f4865ef833295b2879c043d71	5
8647c95c7b40891d20d10ba851d20933	5
b6b1ad237a7eeac617238bf98f9b3184	4
998da79165d54699bbe9ffb28a239ca2	4
9d3bb391519e28ec89e382c7b22459ed	4
dd907a28c31c4db777430b85a1760f30	4
76dd8bd4b4d41399cb4bd658d90821dd	3
cda9102bf646f4dcf735ec610115d112	3
dd7ef862e61b051ef844ce68805bf57d	3
d46db103b7d61f79ecdc9d49eed62e5c	3
ed6be74e6ed220fbf2e542a019694579	3
852db7f32a9249aba2e7d98ee1701d6f	2
bc42a6c020caeb31df344913cbe0de38	2
8b39c7301c501c20beac7ea1bac0651a	2
c7ee3e45acd7e82f8488ece257be13ed	2
85c1081ab21042cfb60f0a34dfd0e9de	2
9b7519b9592a25a40bc00f8b1274d3ec	2
f19c8b28c1a8b508f6db4b993e094d8a	2
6fa533a14328416594f66a3f0bb93fad	2
e495bbfc0805be4760b938cdeb42bb70	2
f5ccfe735a754f289558390b345e2a70	2
715298b294ef03089c731c4adf26aa76	2
eadb19dc6ce14d928e93a9c951ca4a85	2
aa050d959654f8e59362c04ea60d2da5	2
d4a7d38df4182c3cbfc0a1e7976b57a2	2
b2b1eada35855ca845328d6c7b410464	2
a8ebb0d9185811e18f27e069956f4913	2
b7ed743ec37da49d93c9b8b0d0fdaf46	1
bd133158db22a6a2320da792f8282970	1
bd18cfa18de0b5d208e3ab2be1cee5b5	1
da6999ea3d3cf57a8176204174023bfc	1
a4a2c19217ed2668986143485551c079	1
701e64ddf7beccd2d5bbdb5adc41805b	1
a6bfeb9017092b375634c8c97848897a	1
c6d44c3d91fc4ece3cde954b47bc1e28	1
e5a6012be122485954820ae0d15d63ad	1
96662597fd923df21ff2e84bc71f0e5a	1
95570844628946bb6dcfb7fcdb710277	1
c537e6bac0ce2f3aa04f34e20efb8b35	1
a32d0414462e5b7b890bb47d5800c010	1
ed0f787c28572a92d9d8b1ca4051f40e	1
4cfb3e0e85e23edccc59961c8038e072	1
bd60b47d5c2a3bcc9e7313abafc547c1	1
c084813855754b1dec7373773c64ee10	1
da63c76a689983c6583f2ad7279bcdc0	1
6125af2cce485e4d182dd0057d530ca9	1
cba8f0b153485aecca8bc771f879def8	1
9d959c04fbafb61dcdf79b9622d4f256	1
7e1f93916904e3e6e5f56b0c17d5c323	1
eeb15709905ffb05a354329c379b5cf8	1
af2c4dc95cdf645a2a3444d2cd94e077	1
f8b2a38e45b100dc847ead8d1eb349dd	1
c349c860e3f4c3209af15954e2b769ba	1
c1ff60da4d968a9718b3ffde14ec0168	1
60e942521294022162394b5f69f6e7a2	1
bd6ffb394d6773ddab6160c15996cf41	1
dc473c43a5a9f4a4c69eed923f9b48e3	1
70e7570edf5dad5e7791eee09d9c0892	1
7ee36fcd5c6e69a0914f7349e2b1b205	1
df6a68cb064e61932d03721284cb844a	1
555bf250cbfabfd112170262f5ef5bc0	2014
765fbc5962e2fd20491113c10ee8f4f9	1982
2e3b17370fbd0d4666f57be7644ac845	1602
5b36b0b1bb0175b4f3b4f86d9612ee04	1165
62542972899616a5f89eb74339cc4b50	1164
41b51e802483485b26829b99080b22bf	1040
770a238d543f9de3c4d0d94bae50cd0e	1035
29328038d2f368ef6ddb78455a53b64a	1029
225605a844c57c986501bc803171f73a	1017
36dd16d741b3271712a2463fe2aa2c44	1013
3ee0eec586532ce6b172ef559464de39	1013
22c5ba87f36992d0d13f2ab552560b4e	1012
472952844b688565234bc8566fd6cc41	1012
35bd561c487d0e35c85ae0c66533366e	1009
1460f90c0d7a29601dd60b148b0ee954	1009
32abd5c589a50e26f1e8b1dc2cb6399f	1009
38c7c5a3b7ba24a7b657d4e6a171c65f	1008
427e57f9ec29d84ca4fbebfc5bc51e48	1008
5be842a22f57bd4715b600f4299d7c52	1008
1edd30b0b1140027f354c6178dd02a88	1007
0feff39021b02e831cc02cf4cbf36a87	1005
2eb75c427db03c8896fa6aa2f3bd657c	1005
2f311a193e19be5c600209c8cfe249da	1004
18520683fbbd0b3bd2e55369667c6741	1004
19d5a460c6ee6f67d017521966113e29	1004
24aca74d71a883da27951d92d95949ca	1003
1dfd8273e67074bf6f47f78a28ba4053	1003
23d8bfc669f469902a3c35b979be41ef	1003
2f183f7e0a598fe947117839d5c71563	1002
1d63448ef2c4f9735ae8a219fb0d49b4	1001
2df27db17a11452199fc4aac30d1fbce	998
13692d8051fe15769d5df8ebd3830684	997
16497499527aa7d2bd188ae82d342c1e	996
120e8107477933adf15a6e29f03f7d7f	996
2ffb1deefdd701c88f386e91d15f17a8	968
1d655667770624bb657972a7b8853227	950
27a798351c4d7b517ccfbadaa1c1da88	937
189fe532ff65e9372f9aa728b8d4aaf0	927
27647cd54575462d89f8bf722e6ededa	841
318638cffcb978434aec34bbfc4d7652	839
2b211097e40154aae05bd82006dedf2e	833
3bc5bf22d3602a60a6df2791cf480bb6	778
214a00d2f85b602b79710d600977c79e	748
2d65ec028a17947bfe2b341886723c67	712
1cc40d3e29626a67b09e92ae079069f3	706
37becedfcb0c831f181fba12d08aa972	700
329d910238b52a857e822b2be59eae72	700
357e9055755ed605c7256780f543945c	695
1b5c38fd64cb1b62c73c05509ca5d475	692
061b3034656a2b8db760e798afdcbbab	688
127099697d37d316c076f4b4b2e0a3c3	687
1f8a770d80f321358689bf444bdd13b6	683
24de045549101a29aa1980bb8a790479	675
5e98725f031f313eb7627101038af7e9	674
199e4ddb4c26477f33fa6c16bcd68f3e	673
07920a78aad76e962b180a6511cbb2cb	671
2be8831060b7ac7bb1206e0dc8e9e307	669
2e6c4f95834963ccec559ece1d5caafd	668
1f2ad66efbfb3656e1db96db112dbabc	666
30faa6f791e420395f89516c2bba888b	637
2a938b8020252606d1378b70ffcd2616	633
30b9e024f57114e6094971014e76355e	593
1abd624fe41280f2aec0220faa0a591e	503
29b2f8a2eac08d768a61e69d622addef	492
2391eb91292bf04278cd2b7aff19ec9d	492
320b6de9d54b92507ea5a0b65b75064e	477
129fa67bd0de699520d20354179d2f1d	471
14ad994aa80dad76cc7174c727c1ef4a	442
1efc4309619961243bb15b554d66d9a3	407
46c28f525aa9c701d7e283a975e1154d	400
296ef11baeb4ed85a7f0cc22e7d51e77	379
16c1afad127f0cb7dcb0bd60c0549e3f	378
6651cd55de36c946a42d2d69d8863364	370
1f3a311a4db3dabe6656e4d1b05fe921	305
6397ee764e59ff7bd8738f59e6c3923b	298
36872de48fd019ac9d717394d0a3254e	294
4dfd3872cc8b3c7dd39ea8a0289501fd	282
3233558ee7aa8aac51274d14a550be1f	277
33f06d23854062079631bf5f441f1c15	238
378941e2154b32a55459d06615d06be6	230
20756b0ad845f688cd16d70465729c63	218
17698e171fbf4f93145ad7c84c41e284	217
1401300f7d6ef6368165f238ed79ae9e	216
4b6928d5bec6049a2978691d30e9f313	215
191db10660c6ed5f3510933bf036a51b	211
16229c1650974af29a43d6361e6f0373	208
26ae84c3c67e7b19652f8a04a54ad35d	206
33dea7f6a746f4d00c884c7836b9114b	200
1106266ffd0f4636babdcc6343e43755	200
1b6f1d4daaa642f2a3c077051da2c12f	199
386da06570b1c76b200d01360b0d6444	199
1296e9222fdf43a7a8411a4e74e7a9f7	192
3b52729f88751637e8b8f4f870501c1a	191
47e5d04190de32664dde0d816aa4fa18	191
0b92060d0c3d4440876d72122c2d6041	189
19028355f4e0c8e181ebc8d07f5dfd4d	182
3cb703a67145cafe31c8d1b5a3e71eb7	175
3f95fae76f448993fd1114b7b73b28ab	169
3e4a1e513a412b53bae6a96e2013c257	166
1ee22f42d3dfcb018f020172cbbe48ea	161
41590e6463f9b6e2db6581b931d3d432	160
430629b7c6321e1046bab8bbe3d6281b	158
2380322546ec8805f3c525f4bf062a72	147
2caf0d19d8ea669c520b517aacefdc8b	146
13cb5015e4b1ba48ec9e9544e13ff0f0	141
5013202822e1cc11e69b1cf9b9934728	135
127f966d6c2e3b1b3aecf346b84c03d4	133
1920879cede8da2a2f9f2e4c4a5a48c3	124
258e6ea9bfe8a85cddd672e0977b942f	122
331c4613ec5ed0d008b1418920743131	122
2b6a72551f2933d9852f7d8200ae9bc5	120
2eada2fa4b6ee10ee730aae6e01a6fa4	102
2e1e42073796419f9a9581983af5686e	98
1b65ddb47dc5b1890e89f9c065188555	94
4c4c454400525110804cc7c04f484b32	93
42ee2f6914b344f9d1ab08d3117bfc18	81
300b12cd8bccbe88f439230d439b90f7	78
7ad6bf7db45bb76b3bd6fe47f72ab5ea	75
35e09493c2f242aa80131b7ee716dff9	73
13e63737b0a949d4867ca0c963bcc8ee	68
3a9e36b953f44d6d8e3d14826a2c5156	68
15ee185943e646c88928aa9bb23ed934	67
3eae8a1126990582b8962ab87230f53a	62
0f03d02cda9b82385b72f2f8a981d4b3	59
3ecbfb6e0c1a11e9b6eaac220bc53c99	58
0723a64ba72363f57cb1abe333627378	58
206b526286f448e593e8f9d09f727ab0	58
3280627682dabba5e7366d95589ed3ba	56
21b411cdfe1b1abbb6c150550ccc4b1e	56
25ec98bdc2e7ecd75c9162e49adf2159	56
729d040b488d6fca0982df8b26fac10d	56
4cfcd80f281848d9ada4c3698b911d08	56
2873ca8356bfa6804213eefcac1fa602	55
235a0cfa6df03953c258e3bbcf83b431	51
384aefd9d7770ed172edcf06ea5ea72c	49
4a0c8527f6fadc97f66dcf61d2af123f	47
3bd6141caa4e4220b12beeee04216706	45
34838ec8ee7449d6d40d95761cf2425e	41
3ca49e822e2ad1513741607f58827999	40
42c4d21c3a2947a7b3bb195a5b12c871	39
1eeada252d1a853779fbd4d2e95bde46	38
3ff9188cee994b8fa1b21b6aed038064	38
10a90a0a22bc7f7163ef754f7859ef06	37
4c2e3fc69c1365b3bd7013dcf521d4af	35
1b8e3c86b81140cabd70ee51fcf8af10	33
24274963376e4bb18c0441dabb6dace2	32
40645962055cabcc39b4cc954abe71da	32
47d02afa9feb458487c0b271ca1dbe62	32
1ce032040c2de52ba2bafdee19c3246e	31
245489b8d1c64838b0b8a1aa3f11954c	30
448e26b6e3db4e159dc7edf7244a22a1	27
1fe545cc9594eb21021f3f47873d32da	26
19baba1b05334f7286abfca3735bb867	26
3af6b05540df497caaf5e082fde522b6	24
4422712ffb2241939a5c16ec61ad5d9b	23
426a0601960cee097f184d97f49fc1d9	16
230e012189f8e88d6ffb81025eac1a40	15
1e457273cc924b0799336be876719493	14
0be169013d0bb1f571e60d4e4fb11e53	14
18a527b29e06fefee5293d784d24327f	14
0d3623b832803ef797c0b5667672de91	13
1bf976b1fc164e24ab3df08c1bc4c12d	12
11bf51376850417c852492b34d9dedad	12
5561bae25efb47d19e5689acbe0a5b8f	12
21465e3d27583c48584597ad09d5f2e7	11
289ead5a600083fb32db8bf7535ddebc	11
12b001870e7f4b1f9db236b17e0ddf29	11
3f1eeafc2c89e9f095833bfd2c7e7c09	10
1d1c016ede724f868712ce068cd01974	8
2850a9af80794b2eb13e376091ee60c4	8
2a84ca992711621d5c949f19e123844c	8
27bc0b47029777a985eb78123bf8822b	7
42844312f1b44734aee105d5328fa3da	7
1d5eb5227596be8f2f43ed1d1f362530	6
215a5b0766ffb0585d24ba064b7201af	6
440a8682afac11e48c24d43d7ef5d63e	6
3032db32a5974d00891d389cee097070	6
5bf3f3bda47c23b2e6f4ba9a980143d6	5
572f063658b2c33d313e821a4b20d7c0	5
4038ad359eaa5d138b295d6a154ab4c8	5
4d12e777245efb91a44d55a02e21db0c	5
25727589a5dbcdb1e7929475ec371096	4
3bc811dd55ab4d648aec025db31b3109	4
247a6e5baaec4777a45890550e542e24	4
2090411d689cd919484e20f48ed8810e	4
131e51555576445ab5fbff0774f4d19e	3
1b068908532f3d6575b3076745288c12	3
37651aceee29b405dcad8bdbc47e5e43	3
146e0c2f52de402776d30e2e8824290e	3
14f865dbd874ef86a3c9a7b03af56d67	3
2759b69489254ce99f91c57c2b8dd386	3
25ae02dd5bd342638a4684d1e8ad6332	3
2c5310c3189c44f7bc03895d9041545e	3
23f69c20a2a02743f44b842826cc5cad	3
107b07e7fb77b9c525c6c6aadbec5b18	2
2e3e38438ac9fed714679e735004dc91	2
21619e6e28ba5186d36c995260a4051b	2
310eacbd2522b3df68f608a19b7854c3	2
43634e0defcf45c4b1d1977cd4a43761	2
328b5275788143de83fb43576606402f	2
1f9bcfc2daf923fd07c5242ee19fd24b	2
1eff4e081256b6bf73a518c524512eb7	2
1efbe6c0271f4296a5926c28205e2caa	2
2cc1316c6a2940359cdef31ec572644a	2
27df8dcc16d7eebc7f00bd91c5e5985f	2
0c246b7e09acf0ddc42d1318ad0cc3f3	2
1607e01c20926e171baf92fe7b88b439	2
255d5f1bc68389629b99bcfed9b477be	2
32f033dc584f1fe15b4ba6d03b7fb4a7	2
22a9e9792cc40c870911c52fe941ce03	2
29c74ab849644ea8008d1db5536a7ab4	1
19a63515768eabc81e957a95de96bf1a	1
7c190bd47fb3415aa3f2eebc2a45bb76	1
1cd179d6d0e2ce44d18fc8600be39434	1
72980017b951e165213d87c2403fdcd9	1
2061c1876f1a49399dedc3ff6a11c69f	1
11177cd5135d35a6c8683fbb03b9ca06	1
34c7deb45db6805b602ef1792d916d13	1
14da5499671c06e43947ad4d4ccb0a59	1
31babc465c723a40ddf066f51e988e03	1
2cd80367e447ce63ee6c805ec7709c5b	1
22d54e718031c9c601637b50f4ce48de	1
3e71814b523b60d93363d6ad0c572982	1
15a8422fa0d2d939c53f63f3c3fc7c3b	1
336ce64696b933d94d17913c98c74ce1	1
259d038b9ec209f7de591e3c199f148e	1
32ad1521498fed9bf6cec9d374caa8da	1
1079c923dcb3399f28fbcbe5aaa59ce6	1
1fb4efcec36816010a0cd773f37c4e2a	1
200c93693ef4fbd6e6b016e11d614d2b	1
3d96a91e2b78cc7e6e7569037d8e7055	1
2c12a2156714115a57ff0aab7460a0c5	1
4e2a9955b112112063439cbcf2d9708b	1
1488bcfa83ff9633e371031c08639d94	1
16cb8a57e21ed3314fabbaed268bb7ac	1
3854fb82e36b05bcf08860a79684405c	1
294804ad335dc688870671e2fcbcca66	1
3d98ed117dbe13a37a5ecece900019bd	1
0c03ed1772fe1b8ef2629f55b47f4ebc	1
339ecb5ea0ea489aa26cbf7a088ec738	1
6187bb2e73ac2f954944f4f4a3e85637	1
5019ca286ee3a1a7ba1a0941fe69a492	1
