machine_guid	c
a104da08b50385bb14423404035420c0	1023
8ba6d93b86278c40870062479b0cebaa	1019
9c738ffbc771108fd5d89ab0fd31db4b	1018
bcd711695ae139e39e50a15df2acb4e4	1012
91c5d5a1207fb1771d03ff64c52ba82d	1011
8b2649ecbf195f1433a06adb5bf39616	1010
807a8167474bf256c735b0378ab5fa4e	1009
6b874923ce07352ea501272c00b13b53	1009
f2e1426d2de76d29ec8705502d8ed4d0	1009
ed6c12bd9a8516e9a283ca07c16228cf	1009
a66c04b7c281c0ecad2a76ba0781fe54	1008
ecfbd7f1812ba9e9d6496a77f0f949a8	1008
e77322f66181d43498473ae85784f901	1007
8bc9a9cba43786907895f51bd8ac42db	1007
bcb618ef71ab03fcea87cd4a2a932a86	1007
bf6a82a8fd38b58ea39b1cb94af71657	1006
9938f39f3b997ff636d471de3095f4d8	1005
762b0f4d8180a365fb598b9764ac4823	1005
791c39cfcc81fcfe382d0c66291cd22d	1004
a93e784be6cbd5c5dd2283c079e621b7	1004
da631e31d117dc746c5db5830066acd2	1004
9cd12ca7e90d5fe68abf8f115384f38b	1004
d79a596116b0fc0ef4b377bd86b754fd	1004
83f23dad6d7097143405630aa4b084a6	1002
a4301d90a1daaba659158bd7f467065b	1000
ea9e9134b56ded3914b74793c98d6f4b	1000
bbe2268b3a614daf44f1e6727d3025fe	998
9642f49bde5fc68903835c5e3e1f5915	969
d20eec4e667155f8b4a939518d97412a	905
b2379b43726dfd3daa418c64e90151f0	742
d73fa03e4befb52a98fa9ce7bc7d0685	687
9baf610cad414571a83719e3667fc4b9	677
b3765acd3cd6120751973efa847b8b87	675
c6ecdbfe7861f07e5199ff9c797f360b	673
7678dc2f1bccfa86260eb32eae1fc3da	672
912ab82f2a088508c0fee22962cd3739	672
8cf6056ab73d3d183e0f4740a4ac7786	669
8673d732c2e1bcf5708120b35c458c57	668
993d6ff2cfe481940f3de9d552ff0fb3	632
b15cb3ea7fe81b1f6faa40e42ca8e50b	632
762396737e7efd2b72de988553fea2a8	602
67883c3d21f878ff4c7e1eb9f5435d8c	568
b68b6c738ef756c7498bde0b3b2c299b	562
d1ea547bbc18341fc5fd3873a0eaaff8	501
b4cf9485848bf400f837a6ae0e444bc6	456
b3a3ae8b4ccf077e00aaa24b23937c76	442
c228f5f13d86d5190d065fcd11f96f02	401
76c324ab82524de5b244f796fcb73cca	381
6c14be583b85a2fba31b4228dee6e413	371
7afc433acf18e4661bf74f4228af0d2e	366
72570f6ed4351cfdc1395585771a9537	361
d44d23cbf2149c45a069fc5cb2bf1cc1	348
b9d214b5821375ef6adb05cd5b34f2e5	347
826706c335bdfdab2cd83557ea4a472e	333
70419f7f83dd8d90d8aa58e7f09b3354	304
a44a574d10db7cba8575ff1432b0c33f	295
b885789d36c3af5e046736b7f94efdf5	286
92922c1cc1479942c23ff1171a94bf0b	274
9247eabc080bd9598137602422536866	269
afb399676864b677c3c7b67d8a8bd8c7	246
c677993370ed91e4ed60752c1fc02e5d	245
c8192e90f232063c6931c5464306a6ab	232
ee879535148583d2727520178767941a	231
a2a663c333c249a49e51daee9a60fc56	230
67db03b39b6bde8c7cef235efffbceff	227
b1c32aeb566de12db7a1624b8e9e7b9f	224
8943d4eef5ac1437669ace7d486c7c95	215
9d8404b02fdc4750a21e2c1064da4722	208
d68262f0398c45c6938670eb697f6a55	205
f73317907694f46415e6494dac318f1a	203
eb3934632c634554a6d5ba6ace1bdbc9	200
a74247f902b767f2f7a2eb7ccfd52f6c	199
6d8ba35ac03c4ada810a5127903116de	199
90d7a3fa01fa40e88992f4fd2b352238	192
a8be607e9593cbc0791f9240cb4cb8d0	190
ebe211f16b81790119d7806e9560009f	174
a8acb9441e2e26cfa149ece4a70334b4	171
7f1c5ed293d34c755cbff342537bd5ea	171
9eef0422eff29c8ae17bdaba351e1284	169
a1675fc3b47db6a7a58b01e4dafe88ad	168
cc1d74b33df145c9689175de73b15af0	165
abd30bbbe1b587500f70dcbe212905d7	160
c949fc686a52565276e5e4875df6cdd2	149
659db149c134dfae3101fdb084d22e71	146
b1e89e2f7bbc77c26a2bb1470dfd5315	145
d314135581b6fc62e165467473ed9ca5	145
bcc9c4834a3062dd6e47cb5c9847e361	143
aad6be7e11ff157eb36916f09d20d318	141
db581a868a6fe911f62fbe4558f2ee3f	139
4ac62a519dd321cd2e13cde25182dea3	137
b751875e4d944b5b675c2de9e341abf5	137
e307a4307aab0ce97c0a5665323d1653	135
babe6ef963ff553f6750893056a1dc8c	134
beda4baa77a094c1bcdba4e3c8ad0114	134
b964d6672e4f47377f6d89211597f06b	134
a31de1e1ce68f34d24a48888d972d5fe	134
bdec4a09e3570f7a1811963e48d0fedd	130
ceffcaa786f86f68f426f0f70f50670f	128
bd0f0719a672f7fc759df29764d7e0e6	126
dc3ab7466d5d356169360eb63a29bf05	126
bbc8368e1c91a84a0c77119c27c2cd88	125
cbdbc9ec8a43ff50861ffcbb52ae4439	117
dd641cda5a30e9e658f332224c5315ae	114
a77d2a9cc2696594c6669c79e9ed2f2e	113
c140815122928a598de44acdc76686b9	113
cc3d2a1bc339feb87a28fc39fb1c43f1	112
a4b5cb8bc93648e57d82e34a647ed52d	110
a149f46c413d29c1818b6dcb23189ebf	106
7e411f51261203afdbaab8ef490d84e5	104
a8041ca7d55bd49334c09cd4e9dee8bb	103
b2de7a220c5d0ce76486ec11991b413d	98
d48e239b13b9aad3b82ccaffb0349917	95
98f8836ad24b750208e89cb1e9a1c394	95
ec0419bc678d6037cff23c1c1e18ce1c	94
7855daff547752a6bd47835e74ac0e7e	92
eb796935dfcaa13bdb457d17f65c984f	88
831432d8b298768055b4b5d1d9940bbe	85
b550321c12e2062a2b904fab901cb488	84
ee0642f4dc61498294ae02d4b09c5cf9	79
87ae0e3eba5b9fe9a87468ceb2cf089b	72
90bfbe80afa149b2a52102cd8a32e68d	70
7f82f2c5fd461f6982c6e6e38d7fca40	70
dce3ffbae2c24be2aa9b716542398428	68
9b54f913f92d24f105630d4636db47a7	68
926fe43a60bd56d912926632f63589f2	67
927aa7670a4e48d3afe8fd746ad1b7fd	67
b3e6efbc99de40ad8e4a4bd3e3834792	66
7b8a70930fc9414a8e4a8e7550ecfb32	65
a54f603b792b4ceb9fbce43064b9b1fa	65
f87262da87e64ccc918c4066d4138106	65
a662a04324fa95ca39fa3014ff81387a	64
83299bef4e74778c7a5051507a2c3c99	64
b35b2f63e88d4da0afd83d12b958e63e	64
5917e5543df84953a7389c9b18e1cc4c	63
607174de6e63906f8b45226093c9024e	63
ac3a8c151b6647ce8904b63e6a310245	60
58c39b3d4b6e4fef82127700cb4538df	58
98e30870b796668dc49199911d7f23ec	55
c0b46792fdca2f56efff6646afd60885	55
b96c66fde58dec7f84291c76abb1192b	54
6afe22054e96d93208a3372a66051cfb	53
7ed607de20df9ee39260c709a036519c	53
7b7d2b1b46b0b87c5c814c11145ef71b	51
bb27f31dedce431c9f4b517c6d3722b5	51
a6a2ab89ba39e3955efac7ac8d5cfd27	48
7b9f4c7ad16e4de9a5613c18569fb0eb	46
957f3b6c54271c0a70be9424402bdcf4	44
88e28eacba8e4fffae95bee2deef32cf	40
da9ebb2068c98d4bef526ec834b57447	38
c741a9b6fec64b2897e2d956fea8acfb	37
9520018161b6a8766acf1f425e435778	35
acf05a93e0b44e7ebb3163a66a50544f	32
906e6744d622485b9579ac977edfe7dc	30
dc65eb2071cadaf2a6852094d0c6c541	29
8ed479d27044d5828bf10c3c22706362	28
c69a115b25824366a8c5a83b5c657d60	26
b52a85918f87bf2b5cc6146837e1872c	25
8e6ce89dd16f9f5285ec67e23231a4e3	25
b224a69913194622bbd739509f55d274	21
848493f9cbfd43d189e016c5b3b4de73	21
91e5acf49bc84a33bf070e12030e113d	20
9270f3a7517c45c68f72ea57a318e8c8	17
fd854c32363ebe7b95002dbde30b7d6c	16
f4a27efc2cc5a710c14598514799fc69	16
a7675f5e0d94484b970dae51dbf7ff85	15
e3b46fff654b787485a1c6630e115847	14
7c2829ffccf0bb372b179b57e0ca8259	13
bb0a4d00e33d49938f3d6f7a15d120a1	13
c1bc268835bd4fb283c6d6a9e3032a6c	12
ebd5a38545873c6203cc7c1b0921ec80	12
73bb7c2973c84f8594140c05f6f00cdb	11
cf3954db88524b479a8e462cbf26c27f	11
bc09fcfc83e041fbb1fd399b06b39d05	10
c75dd8cbdcae4e4f909d1966671b4e55	8
9756fc6483da46d1b3e8e9d4a5f7ee55	8
a3ff528368b0413db34b2dc4dd28d6dc	8
860805ee7b3d4924bb5c21463d21ce81	8
c4231b29ff3944d4b1aa8bfd4046a58b	7
a6a46a3fdee5c772744cc118ea713209	7
d6eee888010d05072840316873cb70d6	6
b40cafb579024dcfafcf3bebaf6b09ef	6
75c9efa3b78020270dc500f3cc2fb462	6
9ea489e84a3212902bbaab9cb2eada57	5
ab6c99643f72e4f6b3d9898a9cedbe91	5
e70cbce449a44b9eb9c821f945422822	5
9b3abc837f734d7690d5184860eb5809	4
9bf34cca6a6c64bed68d2e0b557daedc	4
8dce71cf7ba1402abc028c2afa5cbfe8	4
7aa67caa25875f264cce8feb5b91acc4	4
8b75c8cfe6724479b9a18a978d5a493e	3
cd05a7609e282b027b371acf27948d71	3
9a8a343d16aa4d13c66c3894fc092fe9	3
45b8db33992c9c7fd294bc946f98869d	3
a131d2532025c78afe4b121d14a2231f	3
d7800d30f9687daae8fa1fec6b423f36	3
c63beb19ec4f1379e1eb2cba75221de8	3
a238a08812f96c5dbedcc973222fc854	3
b2b412b6d3af16174c8334629dc26c59	2
ac7e59827c5df8683bc289f5bc6f957a	2
90a36476cac93692672759cc67d48743	2
99c1a7d41f1c45fb8ba2c75542b64fc5	2
a56c2b1849b690e6189d57142229a642	2
9b962d89d1c34aa4fc0914dedbd9856e	2
94a392e23fa1a05cebaea058ee8bf741	2
9a0416852beca178c6fc972186223763	2
87152892f72c943b18f36d41a6d8fd3c	2
9894d19995e58aa88689f2681380c21d	1
d1cd2eea710ed02c3b11606f0b8c3155	1
b6a4b0620d2d66a415ebc19b4b7a9b50	1
c5efd11bfe82bf46f7ff9dba4336fccd	1
b363cf654268fbd9e5f8efc7812dfaf7	1
8f7760323d00b83f6f80f16b6b453220	1
8752e2ac17dd4519bfbcd9c75b57b77e	1
6d7af00f753e5b2e10086d2bed47bffe	1
bd855eb19fbf72ff43499e6d0a92644c	1
95b76dd1506c4fa25936408a277ba9a4	1
b11849c1d8044532a4254b7110f7fa0d	1
e351f6994b4128953a9a853fa2846029	1
91be37cb46bebfa3f8c9a27033c64dc5	1
90d271189e12f95b0395c5b654c3b80f	1
9ac64e74d01d2e6d721e0ccfb78f9e05	1
c3fe1e1272ce9005d45e3a5aba10f172	1
fa13ef82743446f6a5ac462579a335aa	1
ba1832c6fe0e01d646e30ed2ad2ac4a3	1
c17006d65c6d61598462737eb28d416c	1
91f7c9a60bef367500fce72bf5e95ea7	1
773b4887668564c5e0ebf7d0b19de3bb	1
a1e4d08b5f02fb32cb9fdc89a33f7d7a	1
71a05cdecebac56a90965722a2285154	1
adfcc0213b2ba3a22434c289eeff52df	1
d6da4b9db88c2260ec15f6ce0ed7c1c0	1
6c8dbd7804aa135ead92c087f422c04d	1
b6ee26efa0a5c22b025ad768460afa66	1
8c49f14cc0ec298e9bb389d5e675fe19	1
c1cc7ad6cf014cb5ae988adb11508363	1
a4041c29bf1ddf7d26296acf1a4ecb21	1
741a9c44212d746a4c67f90c10012d70	1
0e856ab1f5bef1be852f6180fd752fb4	2014
51ef318dab6fff1eeb72f5e99992eacf	1066
3f6295fff138998d9bffabbc7d69df8a	1050
2f63ebf3b590aa44f66828e58c1f9b59	1045
5d6c6f4a50343d4fe8722cd7fbd70494	1036
694d6e8065d2688ba352bddf7fa54900	1028
56d23d09351383dca37831ed6ce80c65	1027
3e76cf7293b962129ed7692874267de7	1018
1b03fce1f69adb22a2934bb54594f847	1016
7f0b54f5fdf444b755343e8faea9c38d	1015
450109e313b8e6f12b8d371e7eaf2804	1011
49a4db087fa5fbe89599a4dae00b7e07	1010
6e60af839924440652ffb9864b9a2b70	1010
32bcc0928ef0928f1ead3a65c382de41	1010
3959edc422d2db42fe218a654d83a870	1008
3dcb241457f6da6ad25d27afbf63721c	1008
4913b3a02ba3d16ea816175fed4c6129	1007
3c9518e7b6a91e1348760ea48930ae2b	1007
749b6f003094f33eb293c8eac30c2f17	1007
5e54369d26c8a057194ad3ed18af2691	1007
334e3c362a8f5d3aa8c7ce87c1238579	1006
4ef5a75663a6b7aefc9240adae3d3b7a	1005
2d90ef62967b4675146a5d5d236edb5d	1005
445821b2d3f1b757fc7287f5ead2f159	1004
1af8f92333cd2a74b1b037d3ac9c0d91	1004
45e793bf81317c961206180d46b5fe48	1004
a481f4163fd09f26a75a49bc80136215	1003
3f5c2faf170f0e44141822583fe06c37	1002
403f640a746e990cfdf8d61f9b2f29a4	1002
3e2daacced9796667ce8874f7b11a67b	1002
2828b2a357a328e48ec0413412464d32	1002
487fa6b865f86722b5188e174215655e	1001
59af52a439119942539051377d1f0ae1	999
2fa7fec282c8b72036233d017b3ef978	998
387d9b93548d22e13bc3b406e6a17dfe	998
44ff3348e94f4112d7093d1c6c5a280d	995
3487c1a32250f9a0d8d86fb9cb431966	974
634c2e63804733da213ec07de9adfdb6	948
775494fd1b55b557c93c476acf9540e7	941
5ba6229f60ae7f6e9405ade6f73a560c	939
51ce3b28be91a2567b4b0171f179737c	888
530f00b0a9b9a26644e426275fd08b90	864
3c57f7cd5e5658e1e600066647447037	860
76d47b09129ddea109e5e0530b4644d4	822
4f930956f97eb5a3ce8d06ab3afa424c	822
2165e81251b9d650a42131b86c0d9c00	814
6a0cabd47ef9d73560df05bb5bc2f1da	804
3a39b2b7e4da135896080573a7af0e93	709
42a80b07c90060efae0cf51b8b392ca0	704
25c2afeefd31a7db13697c1017ba4452	701
616dba91ee7c7149159117ce055751fd	693
85107949590c87812e6672626206aa87	682
4c6a566d4d211901cfe76b6699dfe206	682
612cf2b6e039eb41fa09591d81526829	676
762870d4ce680a9d149425644cdd1a7a	670
2f8e01b3adb3c4408ddf0e79d0add750	670
5bd0aba0b65c826abf0b76637f97c13b	670
35b7af366f62d280f9cfdb3fd32c4ba1	669
7170e98378e7d7a9d70eeecf37f6e958	667
43e848313602d6c92162841f41547240	666
7b999af5f13c44859197f2ed49016efc	649
489516de8f44fcbd4b5d6095a8d44cfd	641
3f468a340a91c7ee20fb0ec3df878c31	641
45544420232a534a7c87d5a974fa04bc	629
253f27658a3544bcdd1656250a55fff1	626
44de38050d7589e390eaecd84d29f504	624
360603f6e9833f27a8d770c158afd54e	623
629979d51051ec0ff839692bcfc03109	607
73787dd1b7ec98d38b1551705656d6e4	515
6079e381570da3c4a063033ccc68ff68	509
8de25e0cd21191887e0d931ce86533f7	485
466ecb72f862a0532b5e7effbb4eeb38	473
20ff531e959e8d3987bb935b6023b911	466
39479f6be2789028a59ea15ec79bf88e	442
24b3063a6146517c4d74dece0ed00742	429
1b104bc1900c73761e50d7cff04d7d97	294
5617f965af62e3bb4e4ba0f011b65563	282
595c2da409c20d4d10d1173c72b95de6	280
587a7889ac9248c59cbf9aa93653df22	280
44992e2c81eb0f0496dbe9d308546753	275
275968a105a5a928388d573f6792c0c3	266
3dc56c3c8d6b258c2626e4af03670591	260
4821312dba51534d7a6f1ff6666efa5a	258
4ce1b900d3fe19f1e282c38807c99de5	242
673e887c9c0907a075be419c54d7d931	238
47feb873f6194178c68fd1ff2bf42e8f	226
7eb43f4038254e0387ad9fd7d7ba61e6	209
49b6d0814adf4f20a5ec410747f9b4dc	204
1a4e7cff5dbf42c88ad616b31306fc2b	201
2e8d76c2246b091df10f9217223b9f17	201
3469a32654aa1fa854d8b6889c51f73e	199
9eb36e437f856a5c45b172fd7c23fc77	196
53679b9730a8ebadcef6e30c9c954d60	195
3775ef261c425ece69323b22ac481a90	188
3e4bb944c5f5f640b64d9cf879293dea	177
2ea63ead8dd9597f08e41308663e43c2	171
3f00fa5ee3f47bc14d90aaf4d3d559a1	169
44c7308af21ea991741ab485cd0f90bf	167
236531c0d637bb99a6fb1631b5448792	167
4e0c55e82bec419790144cdd47beb11b	158
4f6772d74fd1823bd089be935e67dc79	156
460f7e351e4796b5b9015f90b945a7aa	151
2278372f66d42593469d58eb37331558	149
965dfb0e66ba008a04e6fad55080b3c5	148
61425a0e27a3e76797e001628096117f	148
2d327492d0f07b47a1ed765e0ce53063	142
4e3b06d9e9b233def0c139467fed8472	138
4c0a2c02216f4ecf314da5bf59e41ec7	134
7b7da4297fae89c4101afff5d09fb892	131
63a795839a2babd271549fd16d088c01	130
3dc2bd493cec608253c694dae7dbe414	129
56b4ff849b64ea42f883f88c1e215c04	127
3b27e6c68d34a88c6d79c96b77a01424	127
4aab74cac60fbb70c3276febd9105f42	126
45099684c74c5dec061582c4e1cdb45f	121
42b477f06996fce1ef22a736e4ff00a7	117
583d687968e8779e9b4e8f304495dc84	112
3da5d3a6393a3fcce6d64690775cddfe	112
294525122755507cf990bc8e687b2809	109
2ac7b78f4bfefab51e29e6c2f8ef1c35	109
61236685d21247c7b551f07c82abf105	109
5341a57d74336baca260d462912d293c	105
4c4c454400484a108042c4c04f445032	100
6630e3cc39bc49b2b754ddbd73900e00	96
3e600c30409a1b4a65c474e2c7b0100a	95
4d1131842570e7c4cf43c45a8b7b1d4d	95
48b315c8c936081a3751692a6d8f92a0	92
4f5e376c2549061ab4ace32697c3d432	87
37d02ae78651cc8ff42c938e6591af46	86
1e472f4c62b2436b3e989220331023dd	83
7778d7edbab84843b7d3e7a6be891860	79
5551f48187faf871d3a9a16039af1277	72
6103b94d496cdafd46a912c966919af1	72
43b5700107064f4a943e8365c114e6c6	68
a801cfd166d045d6ac15bec724028116	67
38e2d2a82d3c43fbb8ef1b1d7d2ea807	67
7c3520b7b55d18db229bd9be1285516d	66
4fe86bbc24e94719aeb2cd04a78f7f25	62
4f0df83f9e1454756f9b03ad4ef83440	58
51060218bf8ae2f5e34b47c8e9ebf7c4	57
4da71f86d60181f730210dddde501e87	53
2e056bb394184d0d9c33fb454ab269ab	53
42550ffdcfb893bdf08c103f82da50d8	51
5c2c2ed59a3148cdb8491243f304fb36	50
56630aa375c0e3ac7c10c4195993d2a7	50
3c5e8e321bf7eb444e32e2dd9bc098b5	46
25ce60a033db68f764990b423fdbfafd	45
419cc0f351565e8b824aad8f5a28583e	45
552b324bf08a66aca6f10b1f72861e70	42
3b944ecdb5e5462590409862b2a6ddaa	35
509368edba1ab27b91dbe45f1f682bef	35
3fcf8933209f4b31ae6e1b6b9853a9f4	34
6d8c150979776ecc5c46b108818c57f5	28
3f1667681d809d0b66fe10a3f0740d01	27
3b38907035a807c6066eb6ce0219a375	27
3f3701c92ee84d90a06f1c9be9b48bf9	24
49597c9b60435e6b110d3e38a00b89b0	23
3cca6d8624610856eede95362be1139d	23
72b727dc9c662c89078bfc065b05e36b	23
7799bfa77b864f06a01003ccef4fb6b9	22
2c3d9f7d86ef9c95286acdaf2a9861c7	21
598384a510b865a4ab38c4b065004146	20
3f09d348faa79685c65e449fbca532f5	20
621a898f65482caa0a5e0bb4449cf45f	20
46c2e51ab87e4bdfb68c2bbce911a318	20
3dcf9ce4b784173b59f350a33977c33a	20
411833b593524b53b44f102d9560ad5d	20
3fa28f7de805d885fddc3c881237ed31	18
39401deb9e154add8cff72165068c9d2	18
6a5b8fa3512c4f3492785e9466be01fd	17
533b379d16a2561047d6a733e78cc965	15
4d58061b093de69bf79bfedde61749d7	14
78a0d17e5d9363efbd7613f91ee484de	14
441c8f76be45eb50d0b70ce49d8381c3	13
295561fae01848849bdbda2a6f8f2b8e	13
ac3878a83fcb148b86b5582aba8e0462	13
b4de84e7a0194f26b2d217e508210da0	10
2e1b7e83c40a4c759bd5676f13453dd6	9
536acb2a685a991f3909dc4c8f1e81ae	8
5127b64f8ef441eb8291a0a5c2fce878	8
5b71a69770054082a4aed43ca0662f2a	8
3d0746e42a4aeb520e17f1ae09b1be06	6
43b5005d1a7648928e41095cabd58d26	6
49221a4e009942cab4e8558646fa4d67	6
51701ff46923451fa2875275023099ab	6
3df0088b72a49d6832fbf66f7a9a2e0f	6
7f3beabbebf26cda7758e0e7d7f987de	6
4f1564835f5d4266463b7e4e03e31fef	5
3b6742cbec4c8ac92053a9852062dabe	4
3fa58e6ffc4b5b2afd91d0950bc29d32	4
3c167603141843f991a27b5a49046e7a	4
4b0faaecb9fb6dd61ac275ad66e0c4aa	4
443c3cccaac74a289295685f22c73833	3
51ca4ae0f92450d232b867da86240d63	3
97192ee74fa09b4cadf6a6cbac4eed5f	3
3386e2a41a990a897e92f7f4ae7d878c	3
376fab67d3ee2ce32425ec789adc201d	2
6778b597338e2889b9ba2ddd28c348bb	2
49edff0fda2e658986a6dc651e34b826	2
6e4f94fbd9184ff087a1ed5f96dd9394	2
2c7b1de87aac4dacaad9aa5c8eb59aea	2
484e8559404c5e8e10a6d254ebece707	2
6a3d255592816b6afc033e479caa2567	2
434253de89fd641e044f8da32f7b8ff4	2
49ab6e418e446c730406138cf521f8b7	2
44f181b289652cc29969531ad7659166	2
548540e3c1b331f50ed2b7b727542532	2
4ecbac5d6e3f42608c87509a891ad1c5	2
198abf9abccdb0e49a75136530eadedf	2
660d20eae46c15d336085adfd58042c4	2
4e8ebbe2eb8e0abde87b5ee36be1817c	2
4bff76a8f367cc66aa012d01f8c4d6a5	2
506e9a77f41ffa1134efcdc1d2fd07e2	1
6a03ac5b968e9263e787dbead96005ca	1
484239cb3a491f06d82ae8dc988f6310	1
42ec8e83a0b04629822e790b6f4aeb51	1
28aa5bc3c37e0adbe8a37e7bd05d6e4d	1
686e53eda8e3686b468d6f123a9bb594	1
8985deda3d09365ee7378dc35b177f42	1
3a1c94e717e48b81f144c18a7c9b6cdf	1
5c0c5110b1b3bc3f3bac59f3527c2abc	1
4c629b35189d3978e1834ea43ad06373	1
4e957ab4e808fd8235133f14cbdc329f	1
1506b2e4a28e4a66b17bce024a002103	1
6f7a54851d073ac4aac93c015dec7acf	1
3e832c25b927f67a29dd5d0e994ba660	1
2e3e936878e4d6e2f2e19ce1abf6f1a9	1
7e599df62490f0b23985d326f2a1879e	1
5833d2e18b12dbc702006cfee3ca1deb	1
447b32ea8d6f24e71fac226b634bfed7	1
212118e73d950d2a36e132af5ea2d2eb	1
461e0124158c9418e67751df2b475f24	1
5679aed2a136cace63a298d5fc153388	1
5ab499bf4359265d58921c1aa698d0f4	1
5a860295a0883160db0f73bada53ee16	1
4086f29bfeec5e49c1ae45f575c3c441	1
98750c57cae461d3dac1299d2dd28554	1
4a3b2800635b7e6d5892947a9e2000da	1
5bd2a2f65d10a1957a8415445086b36a	1
1df49bf1e9893cf838441fab0ed5d0c4	1
25f4781c3d6db4bd5fe33579915a6970	1
6b2794d3649ec5a7f15752881e446c15	1
60773f64ec59d5dee9c38aac6a3fbbda	1
3f419ef2693da129e393461a7d727113	1
1db844cc9fd76845ee449d3a906d74dd	1
4072332134e9eaea05e8af3610c2001c	1
43fbdb04527b69c9222e4fd2689cd805	1
35ffc9fe01e42a61eb211efe674fe912	1
384ab92739f894415af0d4b29e8558f9	1
4999f133a7f1da46b1d27ad87b04fa08	1
5690b18fb98b3315b21f9e4080e5bb64	1
44caa9e43555a6abb5809f0bfe5aaa51	1
99f0e6ae84c09de21241fa723caeca2e	2013
64f8562d76136219b7349fc9161ca3dd	2013
98d0f53708eb2f6b0c590531ca990b42	2000
70cc72094e4c087ed4ef1a839b7bfb95	1366
7a8aa35105833574fcf964ce6e58b001	1219
64a48080bf694fa32f770f2c537c4a33	1052
94373d25d899b8024a1694785c92f11c	1050
971ef9c61d5a77884b332c6584c41c54	1049
addc3eea752c61b8a973768ef9d69b29	1044
8c6bc43285bb7f8b6f932c9137b9b186	1038
6f33c0cfcd2b67f373af671b907c7fe8	1035
a4074ff8cadd6cdf18c25ac8c1fcb615	1033
8d07e5a55156199a32dd29dde18ec2dc	1032
afedc4a367a59a7830f301f845815c4a	1022
818fa84d8919e98e9bd5506024053b0e	1021
708fe8c2766675fbe5479c4e96200006	1015
af77052e48a3644959c261eccd4e642b	1014
4d0784dcd6df7395e3583ed3e674f9de	1014
ba3c30f141802d3e7c1df1ec6d7ca059	1012
740a9d928094397d27f213228db0069c	1011
685067e32078ea9853c85e0afe35e965	1011
e17b7f599a339c0b9d75e8605544b06e	1010
aa9bca7a1bf94312be3de1fe5c08dcd9	1010
9fd945cc70792b853c9fc06b1700ff21	1009
931814e57d9f722c9a3e14ba60e635cb	1007
a05b55d2e34301820b941c33cefd77e2	1007
a442365e17b2d16812afb64b2959765e	1006
636c99571c4f7230f415f129ecdff4d3	1006
99d16bd94b05893929446b06b4e884be	1006
a11af43fc92913b8d345e82295ce02e4	1006
684caec4806742dda6d6101fd02ea973	1006
9ea29721e71b9c1fa6386280e6368fa2	1005
8a3452941cb0d2b528b1d87693d59d86	1004
6ba7dccb3658e07e59c1eb089bbcfe96	1004
be53fdf4622e2f2e62f004bdce78489f	1004
67878adbb18af3082b90840ce51f8665	1003
d0384c381f94771a9523404276860719	1003
72dfa7adde9f1af8095b1339ce8e2ead	1003
8c7b8b3c54b5de661999344268f73eb4	1003
9f47cf2246dc9f3d032af4a7a66b9d16	1001
bca82c2f370af0a5e5136dea7a3d6756	1000
94e1b5b5af8702c715613057a947b6d5	999
82d7cb24cdfd15e3e05b12351cd537f9	991
c42ebbdcbec390b9ffd55957016337f1	987
9e188222a79c81ff767af727f2c7cd09	982
8742df854afc976fa8536cc4433db95d	919
c1bc58de247f7335d12b6616bf0fb8db	916
8b060f482a2ddd354457478495d226d8	910
8dfd006bf5992f4b3bd939494fe19ba9	907
7bef85cddc634e7811a184b7ac86f0d5	845
992b3341a4b04d60aa91df8a862a97aa	838
74acb331ab45823357f99f29169cde52	799
9c80be11cd9d27e1dac0eaca4732c852	786
b1c3a918e3c5d65b95fd0be061a445e6	769
ce9712b677d568de3522cc7a814c08b6	748
87ec99f69e6246af97e0229b7501e55c	740
ce7b626bef5b88356002d20c04f60bd4	707
9d05d799a51e2f7c282ac64c87569a4a	696
93bfb0becbe90e9db1e97c420b96219f	693
bf631b77a0d0b04e73dedce1e3a7497f	688
7c6ddabe6c749df4cd82e3c9c92672e6	685
8b1aa0040f7fb22b413ef9d7906385ee	682
6dacb6196a5a829f5144cf3038055193	681
a6721f6283c00ba78f613b9b4fb1a7a6	681
8b4d34b41ba1ee325b0c901a21d762a5	680
7f020459054d4b53a328789663612268	679
908da18d48f925fb986b670699037590	674
5ec2cd991cd0ef4702c4d8a2ada54653	671
a39e38d9654d60687b9bd4b1bbfc6cbe	669
496aad4655dac59d54430fc7469a4e5d	668
a75401bba5e2880b90f7d15816cf81b9	665
9c12ca348c230623caffb3a3e5ac8f68	658
8824f3413c4bc87ca2dcb4d3b7e1221c	652
aca1c2baacf6478cb45b8d858a546ede	642
8dca2d1b7ee5d29c819bc5fe125bcaf8	633
78f816810f4585c0877efac79c6c9a6e	625
d0cfbaaf7d6b2d3fa3b99025eab01382	625
ad783c68d6b1d64611a9b2610ff19cdb	623
b5a0e9a9ca876c5adc3427b42e5f42e2	622
9ca8fb857beb78876898c2a9bad4e6e5	590
87e13cbdce02e99e319dea2d4e4e55c3	579
8e1fb662a028f50a37ecc7b1533fbce9	578
9bef23f05ad2b083d8dbe50f9133afc0	521
a79b21c3f5301fc88f4974fb94a7ad8f	507
846e835af3bf014a6e96b9e946ff36e7	505
8abd5d88445db70f111b92adae07bb6f	449
919b9b27eddab5f3e9ca56ad0073fb1c	447
72143e5134b30bd85668572117baaaf0	407
a57c506fd2f9f78eb7318ec45add612a	374
6ef1cfc8a41af3c3859ad8610afe5b7a	340
